Beautiful Soup,Lxml,Regular expressions
0.062011003494262695,0.019958972930908203,0.007411956787109375
0.12182092666625977,0.029294967651367188,0.01625800132751465
0.1808149814605713,0.03905797004699707,0.025126934051513672
0.23963093757629395,0.047515153884887695,0.032002925872802734
0.2986748218536377,0.05576610565185547,0.03864002227783203
0.35745978355407715,0.06415700912475586,0.04587197303771973
0.42029786109924316,0.0723869800567627,0.05257296562194824
0.47942686080932617,0.08057713508605957,0.05959296226501465
0.5388038158416748,0.08880805969238281,0.06643104553222656
0.5976009368896484,0.09737205505371094,0.0731508731842041
0.656667947769165,0.10562610626220703,0.08021306991577148
0.7169468402862549,0.11382198333740234,0.08699297904968262
0.7762279510498047,0.12201499938964844,0.09440302848815918
0.8349008560180664,0.13019514083862305,0.10110592842102051
0.8979098796844482,0.13837099075317383,0.10781002044677734
0.9566760063171387,0.1465620994567871,0.11490488052368164
1.0157229900360107,0.15476107597351074,0.12163591384887695
1.0745038986206055,0.16293716430664062,0.1287388801574707
1.134016990661621,0.17112493515014648,0.13536691665649414
1.1924858093261719,0.1793220043182373,0.14215707778930664
1.251222848892212,0.1875,0.14919805526733398
1.310959815979004,0.1956920623779297,0.15589499473571777
1.3738429546356201,0.20388412475585938,0.16318488121032715
1.4333570003509521,0.2120521068572998,0.1700270175933838
1.4923889636993408,0.2202320098876953,0.17686009407043457
1.5515379905700684,0.2284071445465088,0.18391895294189453
1.610412836074829,0.23657512664794922,0.19055509567260742
1.6695759296417236,0.24480700492858887,0.19766688346862793
1.728848934173584,0.25297999382019043,0.20438599586486816
1.7876229286193848,0.2611970901489258,0.21120309829711914
1.8507018089294434,0.26936793327331543,0.21810507774353027
1.9106109142303467,0.27754712104797363,0.22472095489501953
1.9700238704681396,0.28575897216796875,0.23180103302001953
2.0289249420166016,0.2939450740814209,0.23857593536376953
2.0878469944000244,0.3021359443664551,0.24538898468017578
2.1466269493103027,0.31029796600341797,0.25238609313964844
2.20554780960083,0.31849002838134766,0.2590310573577881
2.264777898788452,0.32666802406311035,0.2662079334259033
2.3278849124908447,0.33483314514160156,0.27283501625061035
2.38655686378479,0.3430039882659912,0.27976393699645996
2.4458718299865723,0.3511850833892822,0.2866630554199219
2.5053369998931885,0.35941100120544434,0.2932720184326172
2.565363883972168,0.3675961494445801,0.30040907859802246
2.6243820190429688,0.37576913833618164,0.30702710151672363
2.6837828159332275,0.3839991092681885,0.31401991844177246
2.7425169944763184,0.39217209815979004,0.32080698013305664
2.8055758476257324,0.400346040725708,0.3274869918823242
2.864445924758911,0.4085111618041992,0.3346281051635742
2.923102855682373,0.41667604446411133,0.3412449359893799
2.9821999073028564,0.42496204376220703,0.348344087600708
3.041376829147339,0.4331481456756592,0.3550601005554199
3.1005167961120605,0.4413149356842041,0.36179304122924805
3.160435914993286,0.4495530128479004,0.36890196800231934
3.2193119525909424,0.45772504806518555,0.3755970001220703
3.282094955444336,0.46591997146606445,0.3826889991760254
3.3411099910736084,0.4740920066833496,0.3893110752105713
3.399815797805786,0.48227500915527344,0.3961050510406494
3.4591469764709473,0.49042510986328125,0.4031379222869873
3.518568992614746,0.4986231327056885,0.40985989570617676
3.5777339935302734,0.5067920684814453,0.41701507568359375
3.636549949645996,0.5149531364440918,0.423724889755249
3.695497989654541,0.5231239795684814,0.43049192428588867
3.7594687938690186,0.531304121017456,0.43744993209838867
3.831528902053833,0.5394749641418457,0.4442150592803955
3.8906259536743164,0.5476560592651367,0.45133209228515625
3.949486017227173,0.5558230876922607,0.45820188522338867
4.0081939697265625,0.5640480518341064,0.46501994132995605
4.067396879196167,0.5722129344940186,0.47202205657958984
4.126101970672607,0.5803861618041992,0.47867894172668457
4.1849799156188965,0.5885810852050781,0.4857780933380127
4.24402379989624,0.5967521667480469,0.49250197410583496
4.3099589347839355,0.604917049407959,0.49932193756103516
4.370056867599487,0.6131100654602051,0.5062549114227295
4.431010961532593,0.6212790012359619,0.5128870010375977
4.491091966629028,0.6294560432434082,0.5200490951538086
4.55106782913208,0.6376380920410156,0.5267279148101807
4.610599994659424,0.645888090133667,0.5335788726806641
4.670323848724365,0.6540811061859131,0.5405669212341309
4.729899883270264,0.6622560024261475,0.5471620559692383
4.793498992919922,0.6704280376434326,0.554326057434082
4.853180885314941,0.6786160469055176,0.5610349178314209
4.912746906280518,0.6867921352386475,0.568087100982666
4.972219944000244,0.6949679851531982,0.5748190879821777
5.032232999801636,0.7031569480895996,0.5814340114593506
5.0915207862854,0.7113590240478516,0.588594913482666
5.15094780921936,0.7195529937744141,0.595210075378418
5.211000919342041,0.7277200222015381,0.6022648811340332
5.275662899017334,0.7358829975128174,0.6091110706329346
5.335611820220947,0.7440700531005859,0.6158220767974854
5.395511865615845,0.7522339820861816,0.6229479312896729
5.455537796020508,0.760465145111084,0.6295530796051025
5.5153398513793945,0.7686331272125244,0.6367700099945068
5.575186014175415,0.7767930030822754,0.6434009075164795
5.6350648403167725,0.7850251197814941,0.6501779556274414
5.694630861282349,0.7931971549987793,0.6572299003601074
5.759948968887329,0.8013441562652588,0.6639459133148193
5.820576906204224,0.8095121383666992,0.6710538864135742
5.880940914154053,0.8176801204681396,0.6776809692382812
5.941175937652588,0.8258471488952637,0.6845929622650146
6.001025915145874,0.8340170383453369,0.691565990447998
6.0600597858428955,0.8421850204467773,0.6983120441436768
6.1194798946380615,0.8503611087799072,0.7054269313812256
6.178970813751221,0.8585410118103027,0.7121269702911377
6.244287014007568,0.8667089939117432,0.7189590930938721
6.306926965713501,0.8748719692230225,0.7258780002593994
6.369974851608276,0.8830850124359131,0.7325859069824219
6.43295693397522,0.8912770748138428,0.7396559715270996
6.495800971984863,0.8994441032409668,0.7464120388031006
6.558320999145508,0.9086999893188477,0.7532799243927002
6.621384859085083,0.9170899391174316,0.7603340148925781
6.684233903884888,0.9253830909729004,0.7669830322265625
6.751827001571655,0.9335620403289795,0.7742738723754883
6.8147900104522705,0.9417290687561035,0.7809460163116455
6.877554893493652,0.94989013671875,0.7878150939941406
6.940056800842285,0.9580559730529785,0.7947900295257568
